time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1570291258.457397,6,116,172.19.98.240,213.123.204.222,43144,22
1570291258.467574,6,116,213.123.204.222,172.19.98.240,22,43144
1570291258.548624,6,116,213.123.204.222,172.19.98.240,22,43144
1570291258.587295,6,116,213.123.204.222,172.19.98.240,22,43144
1570291258.915345,6,116,172.19.98.240,213.123.204.222,43144,22
1570291258.978616,6,116,172.19.98.240,213.123.204.222,43144,22
1570291258.994741,6,116,213.123.204.222,172.19.98.240,22,43144
1570291259.038444,6,116,172.19.98.240,213.123.204.222,43144,22
1570291259.057249,6,116,213.123.204.222,172.19.98.240,22,43144
1570291259.117496,6,116,213.123.204.222,172.19.98.240,22,43144
1570291259.120324,6,116,172.19.98.240,213.123.204.222,43144,22
1570291259.212985,6,132,213.123.204.222,172.19.98.240,22,43144
1570291259.238619,6,116,172.19.98.240,213.123.204.222,43144,22
1570291259.316284,6,116,213.123.204.222,172.19.98.240,22,43144
1570291259.342416,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291259.342519,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291259.381151,6,1264,213.123.204.222,172.19.98.240,22,43144
1570291264.576689,6,132,172.19.98.240,213.123.204.222,43144,22
1570291264.656959,6,308,213.123.204.222,172.19.98.240,22,43144
1570291264.738739,6,132,172.19.98.240,213.123.204.222,43144,22
1570291264.752704,6,148,213.123.204.222,172.19.98.240,22,43144
1570291264.816644,6,148,213.123.204.222,172.19.98.240,22,43144
1570291264.884059,6,132,172.19.98.240,213.123.204.222,43144,22
1570291264.962185,6,148,213.123.204.222,172.19.98.240,22,43144
1570291265.030412,6,132,172.19.98.240,213.123.204.222,43144,22
1570291265.108076,6,148,213.123.204.222,172.19.98.240,22,43144
1570291265.207331,6,132,172.19.98.240,213.123.204.222,43144,22
1570291265.285717,6,148,213.123.204.222,172.19.98.240,22,43144
1570291265.554091,6,132,172.19.98.240,213.123.204.222,43144,22
1570291265.634428,6,148,213.123.204.222,172.19.98.240,22,43144
